,id,stars,results,scores,comment,url
10,11,5,积极,0.4166666666666667,splendid insight into the stories that form part of the Asian character today.,https://www.amazon.com/Monkey-Kings-Amazing-Adventures-Enlightenment/product-reviews/0804842728/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
11,12,5,积极,0.22777777777777775,"How fortunate for Hsuan-tsang, the priest traveling to the West to secure authentic Buddhist scriptures from India to carry back to China, that he encountered Monkey, and Pigsy, and Sandy, who helped him and guarded him throughout his arduous journey. Read and enjoy this enchanting and celebrated folk tale from China.",https://www.amazon.com/Monkey-Kings-Amazing-Adventures-Enlightenment/product-reviews/0804842728/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
12,13,5,积极,0.125,"I have an interest in learning the Chinese culture, and this was recommended to me by a Chinese student who told me that most Chinese students have read this book!",https://www.amazon.com/Monkey-Kings-Amazing-Adventures-Enlightenment/product-reviews/0804842728/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
13,14,5,积极,1.0,Excellent!,https://www.amazon.com/Monkey-Kings-Amazing-Adventures-Enlightenment/product-reviews/0804842728/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
14,15,4,积极,0.25,This dude thanslates funny,https://www.amazon.com/Monkey-Kings-Amazing-Adventures-Enlightenment/product-reviews/0804842728/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
15,16,4,积极,0.375,This is a well known story I have been familiar with since childhood. I evaluate it based on the accuracy against what I already know.,https://www.amazon.com/Monkey-Kings-Amazing-Adventures-Enlightenment/product-reviews/0804842728/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2
16,17,3,积极,0.5,"I bought this book for a World Lit class, and while it was an okay read, it wasn't my favourite. Still somewhat interesting, though, just not my taste.",https://www.amazon.com/Monkey-Kings-Amazing-Adventures-Enlightenment/product-reviews/0804842728/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2
17,18,3,中立,0.0,No illustrations and I returned it.,https://www.amazon.com/Monkey-Kings-Amazing-Adventures-Enlightenment/product-reviews/0804842728/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2
18,19,5,积极,0.8,great sink..love it,https://www.amazon.com/Monkey-Kings-Amazing-Adventures-Enlightenment/product-reviews/0804842728/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2
19,20,4,积极,0.07240896358543417,"I have reached, with sadness, the end of my journey through the four-volume, four-hundred-year-old Chinese classic, 'The Journey to the West.' I plodded through the lengthy but valuable introduction by the translator, Anthony C. Yu, then set off through the hundred fantastical chapters of the story.    It is not a journey for those who like their fiction in small doses. Nor does it fit the mold of most of the fantasy that I love. True, there are dragons and monsters and mythic battles, but of the two main characters, one is an ugly, ultra-violent, supernatural monkey, and the other is a timorous, puritanical monk. Moreover, the narration is less immersed in the characters' viewpoints than I usually prefer, partly because it frequently breaks into poetry. Perhaps the biggest departure from typical fantasy tomes is that the book is largely episodic. It journeys westward without much of a dramatic arc. While individual episodes have their battles and resolutions, the characters and the situation change slowly, sometimes imperceptibly.    Any or all of the above might have deterred me. Had I been in a more cantankerous mood, perhaps they would have done so. Yet they did not. By and large, I liked the digressions into poetry. I accepted the cowardice of one character, the violence of the other, the less-than-immersive narration, the episodic quality more common to television series than to novels. I liked the lightness of tone, the sense of fun. Most of all, I grew fond of the characters, as I think the author was fond of them. I wanted to spend time in their company, and am left now, at the end of the long journey, missing them.",https://www.amazon.com/Journey-West-Anthony-C-Yu/product-reviews/0226971546/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
20,21,5,积极,0.2498299319727891,"Purchased the four volumes in the series to read the inspiration behind the countless television shows and films depicting the eponymous Monkey.  Wonderfully written and translated, the text is accessible and easy to read, never descending into dogma or rigid theology. The amount of text is certainly a challenge for the more casual reader though. A prolific introduction by the translator/publisher provides an in depth look at the history of the text, its origins, writing style and other information relevant to the contents, adding another level of understanding.  Surprisingly enjoyable, and certainly entertaining, if the story of WuKong intrigues you, then this translation is a very worthwhile read.",https://www.amazon.com/Journey-West-Anthony-C-Yu/product-reviews/0226971546/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
21,22,4,积极,0.13666666666666666,This is a translation of classic Chinese Buddhism tales.  The writing appears faithful the style of the Chinese stories and old styles of telling stories.  It is worth reading to get a better understanding of tales virtually every Chinese child learns at an early age.  The whole series helped me in my appreciation of Chinese culture.,https://www.amazon.com/Journey-West-Anthony-C-Yu/product-reviews/0226971546/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
22,23,5,积极,0.2640625,"A must read book for all avid reader!  So read and buy it or you miss out on a great adventure. Brought all the series of this book title of the same author since I like the 'Journey to the West' movie a lot (only the movies made in the 1980s and 2014 on youtube) and want to find out how different the movies is from the book.  The book is way different than my favorite J tt W in 1980s movie version for sure, but I still like the book story.",https://www.amazon.com/Journey-West-Anthony-C-Yu/product-reviews/0226971546/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
23,24,5,积极,0.13791666666666663,"I have many translations of this Chinese classic, as well as the original Chinese version.  If you want a real feel for this story, you cannot go wrong with this version.  Yes, it is long, but so is the original.  If you are looking for a very condensed, but well done version, I would also recommend the Arthur Waley translation!!",https://www.amazon.com/Journey-West-Vol-English-Chinese/product-reviews/0226971473/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2
24,25,5,积极,0.3225,"Very readable translation. I don't know how accurate it is, the poetry seems to be almost too good, but I really enjoyed it. Those who are not familiar with this style might want to start with The Bandits of the Marsh or Romance of the Three Kingdoms before tackling the 4 volumes of the Journey to the West.",https://www.amazon.com/Journey-West-Anthony-C-Yu/product-reviews/0226971546/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
25,26,5,积极,0.18295454545454543,"This is the final volume of one of the four great written masterpieces of China, beautifully translated by Professor Yu.  You can feel the long and arduous journey to India coming to an end at last, along with the end of the even longer and harder journey from immaturity to maturity. The point of the Monkey King's very first teacher, 'Nothing in the world is difficult, only the mind makes it so' comes back to the fore in this brilliant wrap up to a story that has no equal.  If you have been using some visual aids, such as the CCTV production, to help with your comprehension up to this point, my advice is not to use them for the last part of this volume.  The arrival of the group at Vulture Peak and all the incredible human vices, bureaucratic red tape and mistakes that occur from that point on are most impressionable if experienced in the imagination though reading.",https://www.amazon.com/Journey-West-Anthony-C-Yu/product-reviews/0226971546/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
26,27,4,积极,0.7,Fascinating look into the mythology of China.,https://www.amazon.com/Journey-West-Anthony-C-Yu/product-reviews/0226971546/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
27,28,4,积极,0.1748511904761905,"Hey, this is the 'Journey to the West'. one of the best fantasy adventures of all times.  I wish I had read it as a child, or had it read to me. It was extremely fun and entertaining. This was the first time I had read the novel.  I had seen a few movies that lead up to or were a truncated version of the actual story.  Finally learning who the 'Handsome Monkey King' was enlightening and aided my comprehension of a Taoist text I had read that discusses the 'monkey mind' frequently.  While the acknowledged hero in the story is the Buddhist monk who is sent on the journey to the west to retrieve sutras from the Buddha, the real hero is Sun Wukong, the Handsome Monkey King!?! He's the wildest hero I've ever read about.  It takes a while to get the actual journey by all 4 pilgrims but I enjoyed reading how the Sun Wukong became the Monkey King and created such a ruckus in Heaven! Anyone who ever created a comic book or animated superhero must have read or heard of this story and used a variety of Sun Wukong's powers to create their hero.  this will be yet another novel that I'll read at least once per year.",https://www.amazon.com/Journey-West-Anthony-C-Yu/product-reviews/0226971546/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
28,29,5,积极,0.05535714285714286,"Although the footnotes sometimes get onerous, they really are necessary for a complete understanding of the culture and content behind this book.  I recommend this, and all the other volumes in this series by Mr. Yu, to anyone interested in the culture, history and/or Tao!  Well worth reading.",https://www.amazon.com/Journey-West-Vol-English-Chinese/product-reviews/0226971473/ref=cm_cr_arp_d_paging_btm_next_7?pageNumber=7
29,30,5,中立,0.0,A masterpiece,https://www.amazon.com/Journey-West-Vol-English-Chinese/product-reviews/0226971473/ref=cm_cr_arp_d_paging_btm_next_8?pageNumber=8
30,31,5,消极,-0.1,As expected,https://www.amazon.com/Journey-West-Vol-English-Chinese/product-reviews/0226971473/ref=cm_cr_arp_d_paging_btm_next_8?pageNumber=8
31,32,5,积极,0.22857142857142856,"A philosophical and comic exploration of the search for Buddhist documents, leading through countless episodes in which Old Monkey must face and demolish or outfox demons and monsters, with the help of Bodhisatvas.  Good reading, though the notes that try to elucidate alchemical allegory did not help much.  A reader needs a comprehensive understanding to make full sense of it.  But it can be ignored, to a large extent, and enjoyed for the vividness of the descriptions and the comic energy of the episodes.",https://www.amazon.com/Journey-West-Anthony-C-Yu/product-reviews/0226971546/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2
32,33,5,积极,0.20009259259259257,"I have long adored Chinese Classics, this being my favorite one.  I have Chinese ancestry, but cannot speak or write or read Chinese.  I am glad  this book has now been put into English for many readers to read.  Journey  to the West tells of a Tang Priest who is sent on the Tang Emperor's orders  to get the scriptures from the Tathagata Buddha in the West.  Along his  journey, he frees Monkey from the five elements mountain, gets Zhu Bajie  (Martian Tian Peng), but now a pig, and Sha Wujing.  They overcome 81  obstacles to finally reach the Buddha and become buddhas themselves.  The  characters in this book are so vivid (especially Sun Wu Kong).  The way the  author writes, its like being with the Monkey King and watching his  journey. When I first watched the Journey to the West the TV show in  HongKong, I was hooked.  The fascinating martial arts, the humorous bits in  the show, and the plot that makes you hang on the edge of your seat.  When  I read the book, I was so intrigued in the writing, I couldn't put it down.  THis is definitely a book worth reading.  The language is moderately  difficult.  I had quite an easy time reading it (and I'm only 8).  A must  read, it is absolutely fantastic. (by the way, the Monkey King is played by  Dicky Cheung in the movie, who is a WONDERFUL actor.  Journey to the West  (not animated, its real picture) is a great show! )",https://www.amazon.com/Journey-West-Anthony-C-Yu/product-reviews/0226971546/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2
33,34,5,积极,0.8,Great. happy with product and service.,https://www.amazon.com/Journey-West-Vol-English-Chinese/product-reviews/0226971473/ref=cm_cr_arp_d_paging_btm_next_6?pageNumber=6
34,35,3,积极,0.04215686274509804,"I'm a Chinese speaker, but my daughter isn't. She has heard about the monkey king from us and was interested in hearing the story, so we ordered this book. The translation is slightly awkward, especially the inconsistent translation of names (some are translated by meaning, such as 'Piggy' and some are phonetic translations of the Chinese name, such as 'Xuan Zeng'). I find myself frequently making changes to the translation or adding explanations to make it more understandable or interesting to my daughter. That being said, I cannot even imagine how difficult it would be to translate this particular story into English and abridge it for young readers, so I'm not sure if there are much better versions out there or not.",https://www.amazon.com/Journey-to-the-West/product-reviews/B00S9V5MFK/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
35,36,4,积极,0.125,"Long ago I saw on TV a Chinese series on this story, without subtitles, so I was looking for an English version to read.  This gave me the basic story line, but is definately for beginning readers.  Has a shortened story line with a play version included and a vocabulary section for the meanings of the words.  Great for teaching purposes for 1st through 3rd graders.",https://www.amazon.com/Journey-to-the-West/product-reviews/B00S9V5MFK/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
36,37,5,积极,0.7799999999999999,"The quality of the book is very good, the content translation is very good, and the mailing is very smooth.",https://www.amazon.com/Journey-to-the-West/product-reviews/B00S9V5MFK/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
37,38,5,积极,0.2031818181818182,"I became interested in this book after watching Forbidden Kingdom. The story of the Monkey King is thoughtful and entertaining.  The Kindle edition was a no brainer at 99 cents.  The translation is fantastic and it reads like it was written with English being its original language.  Highly recommend to anyone interested in the Monkey King, and/or Asian history.",https://www.amazon.com/Journey-to-the-West/product-reviews/B00S9V5MFK/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
38,39,5,积极,0.3,Journey to the West has truly stood the test of time. A fun read hundreds of years after it was written.,https://www.amazon.com/Journey-to-the-West/product-reviews/B00S9V5MFK/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
39,40,3,消极,-0.0467948717948718,"This book is a classic, and doesn't really need much explanation. With that said, there was a particular choice made in translation that I found immensely irritating - U.S. Standard units were used, and just substituted in for Chinese units. Li became miles, span became foot, so on and so forth. The other Chinese Classics don't do this, and it was disappointing to see here. There were also some odd translations within the descriptions, such as describing instances where monsters were pounded into pulp as 'like hamburger'. These are minor flaws, but they still grate.",https://www.amazon.com/Journey-West-Vol-English-Chinese/product-reviews/0226971473/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
40,41,4,积极,0.3625,"My daughter was thrilled with book collection and has been avidly reading it since we got it for her at the start of the summer break. I haven't read it myself, but I will relate that it speaks to her 13-year old sensibilities and she has been enjoying them. Perhaps at some point I will have the time to read the set and see what the fuss is about.  ~ Kort",https://www.amazon.com/Journey-West-Vol-English-Chinese/product-reviews/0226971473/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
41,42,5,积极,0.2353247995626822,"First of all, this is one of the four greatest classics of China, which already merits your attention. To be more specific - this is an epic full of the most diverse adventures, in the style of the glorious Ancient-Greek  Iliad, Odyssey and the Tasks of Hercules. However, strangely enough, this can also be a written description of a computer game, full of battles against ferocious dragons, monsters and corrupted leaders - religious or civil - passing from level to level, till the happy end. The heroes also carry all kinds of special weapons and possess supernatural powers - belonging to a culture that has probably inspired also those very computer games. These heroes' purpose is double - fighting against evil creatures, and refining their own selves in order to reach heavenly immortality. They are three,- symbolizing the three parts of each body. The witty Monkey represents the intelligent resourceful brain. The pious monk Sanzang is the compassionate heart, and Pig - the village-fool - is the greedy stomach, providing the many humorous episodes. In short - never a dull moment. By the way, the Monkey also becomes a monk, and the unintentional pun Monkey-monk provides us with hilarious instants... The first chapters describe how Monkey was born from the primordial union between Heaven and Earth from a stone-egg, and how he defied the heavenly rulers, wrecking havoc in their lofty palaces, ruining their peach-feast, stealing the pills of immortality, winning by ruse a wondrous weapon, subduing ferocious dragons as well as many troops of heavenly soldiers, being cooked in a furnace just to win all-seeing golden pupils, erasing his name from the records of the underworld, thus making himself immortal - and more such brave and indeed incredible feats - only to be subdued, finally, by the great Buddha himself. His only way to release himself from his eternal imprisonment is - to help the pious monk Sanzang, whose life-story is most touching, make the 36,000-miles-journey to the west to fetch the scriptures for the impious easterners. On the way they're surprised by seemingly impossible tasks, such as crossing huge seas or lofty ridges, and in addition they meet all kinds of unimaginable powerful fiends, which they must fight according to the different circumstances. Each battle is described in a short free poem, just as the breathtaking views of the mountains, brooks, rivers, storms, flowers and birds are described lyrically. Each of the many adventures - about 60, at least - is self-contained, and so, even if the reading stretches over several months - nothing's lost. The reading is easy and pleasant, and mostly - encouraging - since each battle symbolizes our own daily hardships, and so each victory is ours too!!.. Since the book concentrates mostly on the versatile ever-lasting fight between Good and Evil, with very little romance, for example, it could be read by any child, just like fairy-stories. And so, whoever is looking for a present for a youngster, even 10 years old, or whoever is willing to teach a computer-addicted boy or a teenager to dedicate some time to simple reading - this is the book for the task!! Plus, whoever is willing to enjoy a long journey from China to India, with everything it has to offer - sceneries, people, trades, spirituality, vices, different habits of many countries - at least twelve are mentioned - and also visit many levels of heaven and even the underworld on the way - and get out of it intact - all this without leaving the comfortable home and even bed - especially during long cold nights - just step out and invest in buying this book - it's simply indispensable!!!  A personal confession - I happened to be born in the Year of the Monkey according to the Chinese astrology, and on the day of the Monkey according to the Mexican astrology - so I'm a double Monkey, and I'd detested it!!! Till I've completed the reading of this book. Now I can be proud of myself, just for having such a representative in one of the most fascinating specimens of the world literature - the most charming Monkey you'll ever meet!!! :-)",https://www.amazon.com/Journey-West-Vol-English-Chinese/product-reviews/0226971473/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
42,43,1,积极,0.041666666666666664,"I bought this some time ago and finally got around to reading it.  The language is great if flowery, but part way through I discovered several blank pages.  The one sent to me is the 11th printing of 2011.  I bought it over a year ago so don't think there's any return policy.  If anyone buys this, check it upon receipt for blank pages.  Mine start at page 314 of volume one.  I can follow the story across the blank pages, but it is annoying.  But other than that I love the language used in this translation.",https://www.amazon.com/Journey-West-Vol-English-Chinese/product-reviews/0226971473/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
43,44,5,积极,0.4562222222222222,"I am so happy I bought this edition of the series! It arrived on time in great condition. I have been wanting to read this book and am very happy with this particular translation. It is written is a poetic yet easily understandable way. The 4 books are bound in a nice cover. A couple previous customers commented about the thinness of the paper. For me this was a good thing. I was concerned that 4 600-page books were not going to fit on the shelf, but due to how thin the books are made I do not have this problem! This is a delightful read and a great edition! Highly recommended.",https://www.amazon.com/Journey-West-Vol-English-Chinese/product-reviews/0226971473/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
44,45,5,积极,0.20744047619047615,"This is a four volume translation of the great Chinese epic. It is published by the Foreign Languages Press in Beijing. I suspect this a government organization. I do not read Chinese, so I cannot say anything about the translation. But I like this version. It is poetic and appears to be complete--it is over 2500 pages long. This is a pure translation, each of the four volumes has about three notes at the end. There are other translations that explain everything. Those explanations are not essential to enjoying the story. I recommend this version if you just want to read a great story.",https://www.amazon.com/Journey-West-Vol-English-Chinese/product-reviews/0226971473/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
45,46,4,消极,-0.05656565656565657,"5 stars for the translation.  4 stars for the physical book quality.  Since other people have expounded on the plot, here is a review based on the physical book. The actual paperback novels are approximately 7' x 4.25,' so easy to hold in your hand and tuck into a briefcase.  The pages are a bit thin, not 'Bible' thin, but they are a bit thinner than most paperback books.  One of my volumes didn't hold up well to sitting in a steam-filled bathroom.  There are occasional pictures and sparse endnotes, but they do not detract from the story at all.  The pictures were drawn during the Qing Dynasty (1644-1911) and are done in the old chinese style, not some new-fangled doodles.  Some of the translation is a bit iffy, and sentences do not necessarily always make sense, but you'll understand it contextually.  Some of the wording is extremely quaint, such as Pig complaining that the demons failed to drink 'acuppa' with them.  There is much more painfully British vernacular, but it just adds to the goofy charm of this book.  Don't bother wringing your hands over the never-ending list of characters.  Skim over them and read on.  After all, there are an awful lot of demons and gods to meet on the journey, and quite a few of them are fated to die via Monkey's cudgel, making their characters irrelevant in the long-run.  One thing I noticed is that there is an awful lot of scatological farce for a book written in the Ming dynasty (don't worry, it's still hilarious).  I've read a couple translations of Monkey King, and while they'll all stay in my personal library, this is the one I anticipate picking up again and again.  I loved this book as a child and ten years later, I still do.  A must-read for fans of mythology or Chinese literature in general.",https://www.amazon.com/Journey-West-Vol-English-Chinese/product-reviews/0226971473/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
46,47,5,积极,0.225,"This is an excellent translation of the entire JTTW.  Sure, the paper is paper-thin and cheap, but if you hold it up to the light you can read both sides at once, saving time.  Stop whining- for short money you are getting almost 2400 pages of the finest mythology, religion, spirituality, allegory, folktale, humor, and monkey butt-kicking awesomeness.  My favorite book in the world, bar none (and I can only read it in translation, alas!).  It might not be for everyone, but I've already read this book twice and it was sublime.",https://www.amazon.com/Journey-West-Vol-English-Chinese/product-reviews/0226971473/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
47,48,4,积极,0.15561988787795236,"This is the most complete and faithful translation of Journey to the West I have yet found. It is the third version of the story I've read, and unlike those other versions ('Adventures of Monkey King'/ISBN 0962076511 and 'Monkey : A Journey to the West [ABRIDGED]'/ISBN 1570625816), it contains the complete and unabridged story, preserving very faitflly both the style and content of the original story. This extreme faithfulness is both a strength and a weakness. It's a strength in that you get a real feeling for the scope of the original work, and you get to hear all the interesting little back-stories and side-stories that make Journey to the West one of the great works of Chinese literaure. It's a weakness because these stories often seem completely irrelevant, and may be quite confusing to someone who is not familiar with Chinese culture and religion. For example, every time something happens in Heaven, Hell or in the palace of the Tang Emperor, the book includes a complete list of everyone who attended. In Heaven, at least, many of the names are descriptive (names of stars, constellations, etc.) and are therefore translated. In the Tang Emperor's palace, though, you'll get a list of 10 or 20 names in Chinese, and only some of the names ever get stories attached to them in the book (and I challenge any non-Chinese speaker to remember the names when they do show up again). There's also a lot of poetry, and though the translations are good, translated poetry can never equal the original. In one sequence, a fisherman and a woodsman argue in verse for 10 or more pages of very small type, frequently singing songs set to tunes few non-Chinese would recognize by name. These characters are important only in that the end of their conversation sets up a conflict, so the only purpose of the sequence is to provide a chance to read the poetry. It's good poetry, to be sure, but it really can drag a bit. You can't just automatically skip over all the poems, as you might do with Tolkien, either. Elements of the story are often told in verse. You can usually skim if you're not interested in a particular bit of verse, but don't skip it entirely. The structure of the work is also surprisingly complex at times, especially given its age. It will at times veer far from the main thrust of the story to recount the entire life history of a character, and has many side stories that somehow tie back into the main plot several chapters later. You may at times find yourself wondering just why the author chose to include a particular bit of story, but there's almost always a payoff waiting somewhere down the line. Another problem is that the style of the storytelling is not very concise. If someone in the story needs to recount what has happened to them, you'll get a second, (fortunately much abridged) version of an earlier portion of the story, written as dialog, this time. You could make similar sorts of complaints about many of the early great works of English fiction, or probably just about any other country's older fiction, so this is not really a strong criticism given the work's great age, but I often found myself wishing the author (or the translator) had just written, 'he told them what had happened' and left it at that. There were also many quirks of the translation that bothered me. The word 'memorial' was used throughout instead of 'memorandum'. It took me quite a while to figure out that was what was going on. I read all of the abridged translation that also made the same mistake throughout, but still didn't figure it out until I was several chapters into this one. Will all these complaints, you're probably wondering why I gave the book 4 stars. The fact is, for all its faults and quirks, 'Journey to the West' is still one of the greatest works of fiction ever written. The Monkey King is without a doubt my favorite character in any work I have ever read or watched. The story of his journey is a brilliant parable on the jouney to enlightenment, while at the same time a story of great humor and exciting action. It also provides fascinating insight into the history and traditional culture of China. If you want to get the whole story and can't read Chinese, this edition is your absolute best bet. (Indeed, it's pretty much your only bet.) Some of the other translations may be a faster read, but none are as satisfying.",https://www.amazon.com/Journey-West-Vol-English-Chinese/product-reviews/0226971473/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
48,49,5,积极,0.038244047619047615,"I bought the paperback edition several years ago. I loved the myths and read the material several times. Unfortunately, the paperbacks are poorly printed and not bound well enough for multiple readings. I just received the hardbacks and make the following observations: 1) left-hand pages are printed in Chinese while right-hand pages are printed in English, 2) pictures are on single pages with the facing pages blank, 3) binding seems to be very well done - strong as well as supple, and 4) there is a bookmark ribbon attached to the binding side of each volume. In summary, this looks like a quality edition. The hardback is printed in 6 volumes while the paperback (English only) is done in 3. I assume that the translation in the hardback is the same as in the paperback version. That was done very well and I'm looking froward to rereading the adventure with quality paper in my hands; that's one of the real luxuries in life!  I have, above, made several assumptions based on my prior experience with the paperback. If these assumptions prove wrong, I will update this review and my rating.  This is in addition to my original review: I am now reading Volume 4 of 6. There is a horrible error in that volume. There are many missing pages from Volume 4; in their place are many pages from Volume 2. I am knocking two stars off the rating because of this. The vendor said he will send me a proper Volume 4 in October when his stock is replenished. I, fortunately, can finish reading the story because I have the paperback version from the same translator. If I receive a valid copy of Volume 4, I will re-rate upwards and assume there was just a bad run.  I also note at this time that there are many little typos: wrong one of to, two, too; many one-letter substitutions; etc. I am of the opinion that the final edit of a translation should always be made by a native speaker of the 'to' language. I'm guessing that this opinion was not respected here. The errors in the paperback version, if memory serves me correctly are different.  This is a second update to my review: I have just received a corrected copy of Vol. 4 from the seller. Thus, I assume that good copies of this book set are available. I would caution you to check with your seller of choice that the hard copy set you order is one that does not contain the mistakes that were in my original order. At this point I'm changing my product rating back to 5 stars.",https://www.amazon.com/Journey-West-Vol-English-Chinese/product-reviews/0226971473/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1
