id,comment,url,star
31,"best novel if you can read chinese","https://www.amazon.com/Dream-Red-Mansion-Chinese/product-reviews/753547439X/ref=cm_cr_arp_d_paging_btm_next_3?pageNumber=3",5
32,"I like it so much, would read it again","https://www.amazon.com/Dream-Red-Mansion-Chinese/product-reviews/753547439X/ref=cm_cr_arp_d_paging_btm_next_3?pageNumber=3",5
33,"Houloumeng is certainly one of the most famous Chinese classics. But I dont really like the author's writing style. I recommend this book toall Chinese classic lovers","https://www.amazon.com/Dream-Red-Mansion-Chinese/product-reviews/753547439X/ref=cm_cr_arp_d_paging_btm_next_4?pageNumber=4",4
34,"Very good!","https://www.amazon.com/Dream-Red-Mansion-Chinese/product-reviews/753547439X/ref=cm_cr_arp_d_paging_btm_next_4?pageNumber=4",5
35,"Gave me only one of the books","https://www.amazon.com/Dream-Red-Mansions-Hong-meng/product-reviews/9571407747/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",2
36,"As the SF Opera was featuring an adaptation, I decided to read the Kindle so-called 'abridged' version of this classic. While the beautiful writing depicts the intricacies and dynamics of that era, the constant repetition became boring. Nevertheless, I persevered till thankfully the end. Thank goodness for Kindle as the archaic writing style allowed me to look up words on practically every page.  Be advised, due to type font it's 3 times as long as regular Kindle books of this size. It take's between 1 and 2 hours to read a chapter and there are 56 of them!","https://www.amazon.com/Dream-Red-Chamber-Tuttle-Classics/product-reviews/0804840962/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",3
37,"Children's book rather than the authentic, adult version classic. Buyer be ware!","https://www.amazon.com/Dream-Red-Chamber-Tuttle-Classics/product-reviews/0804840962/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",2
38,"Bad translation. I have heard great things about this story but could not get past the poor translation.","https://www.amazon.com/Dream-Red-Chamber-Tuttle-Classics/product-reviews/0804840962/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",1
39,"Reminds me of Jane Austin. Interesting peak into Chinese society. Well Ming era anyway.The 2nd book maybe better, I hope.","https://www.amazon.com/Dream-Red-Chamber-Tuttle-Classics/product-reviews/0804840962/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",4
40,"This is a tough read. It is apparently a well known book in China, but in translation it is nearly incomprehensible.","https://www.amazon.com/Dream-Red-Chamber-Tuttle-Classics/product-reviews/0804840962/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",1
41,"translation too direct very Asian style of construction and words used","https://www.amazon.com/Dream-Red-Chamber-Tuttle-Classics/product-reviews/0804840962/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",3
42,"Joly's was the first substantial translation of the classic Chinese novel 'Dream of the Red Chamber', now reissued by Tuttle, lightly revised (or so it seems). However - and this is a big however - while the translation is relatively free from major errors, it has a nauseatingly crabbed and archaic style which makes understanding a near-impossibility. The thous and whithers and whenceforths are not excised from this text. Now that we have the David Hawkes/John Minford Penguin translation and the Yangs' more literal version, Joly's version can safely be binned. If you are curious about this version, Joly's 56 chapters are all available at the Gutenberg website.","https://www.amazon.com/Dream-Red-Chamber-Tuttle-Classics/product-reviews/0804840962/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",5
43,"Truth in advertising should, I believe, dictate that potential buyers be aware of two issues with this book:  First, the book may have been recently published, but the translation goes back to two turns of the century ago.  That's not a bad thing, but the buyer should know that this is not even close to a recent translation.  Second, this book is not the whole book.  It actually contains less than half of 'The Dream of the Red Chamber,' and abruptly breaks off leaving the reader suspended with nowhere to go.  That's not necessarily bad either if only we were told that this was the case, but we are not.  If you want the whole story, this is not the book for you.","https://www.amazon.com/Dream-Red-Chamber-Tuttle-Classics/product-reviews/0804840962/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",2
44,"What an exceptional little book. It is apparently a 'Real Reads' series, which I had not previously heard of. The website ([...] states the books are 'retellings of great literature from around the world, each fitted into a 64-page book.' The books themselves are paperback (I see they also are available on Audible), but what a lovely paperback, with a book cover, thick, thick paper and charming illustrations. Other features that I enjoyed were a list of characters (which I did use quite often) and in the back, there is a 'Taking Things Further' section. This section expands on the original book, followed by a section of questions and such, that one could use for a book club or more in-depth study. Also included here is a mid-nineteenth century illustraction by Chinese artist Sun Wen. What a lovely book to introduce young readers to great liturature.  It is timeless Chinese storytelling, with all the haunting beauty, drama and heartache. This may be a bit of a challange for younger readers as there are instances of suicide, domestic violence, drunkenness, murder and adultry. These displays of behavior are not detailed and if one is old enough to read Shakespeare, then this book would also be appropriate, I imagine.  I am ashamed to admit, I have not read the original which is one of China's four great classic novels. I therefore cannot say how well this abridged copy captures the 2000 or so page original. What I can state, is that this shortened story is still beautiful, detailed and sadly haunting. It is probably one of those books that every learned child should read. It gives insight to Chinese history and culture in a compact but entertaining dose. It piqued my interest enough that I put the unabridged english version on my 'to read' list. I would have loved this in junior high after we read Romeo and Juliet. It would have been a interesting comparison in cultures.  Disclosure: I read a free copy of the book in return for my candid review. Be assured, my opinion is honest, and I do not owe or know the author/publisher.","https://www.amazon.com/Dream-Red-Chamber-Tuttle-Classics/product-reviews/0804840962/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",2
45,"'Dream of the Red Chamber' is an 18th century Chinese tale that appears light and imaginative at first masking a heavy dose of reality. It tells the story of Baoyu, man in love with his talented and fragile cousin Daiyu, a penniless young woman who depends on his family for support. As time passes their love grows deeper as does his family's ambitions and they connive to marry him to Baochai, a capable, healthy and considerate woman.  The story depicts traditions in the Chinese culture from the appearance and mannerisms of the characters clearly depicted in colourful drawings to the life and social structure of the aristocracy. The female characters are capable, determined and conniving in their struggle for authority, their hatred, jealousies and conspiracies, while the men appear cold ruled by duty rather than their hearts. It is a story that starkly contrasts love and duty and a woman's rights and responsibilities. Even with the beauty of the writer's artistry, there is a bleakness and lack of hope within its pages, where a family's fortunes are controlled by the government and can be taken in a blink of an eye,a woman is allowed to suffer under her husband's tyranny, and even a man's marriage is manipulated for gain.  This short story considered a Chinese classic I found to memorable and well-worth reading; an excellent addition to a library","https://www.amazon.com/Dream-Red-Chamber-Tuttle-Classics/product-reviews/0804840962/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",4
46,"Do not waste your money buying this book.  If you are Chinese or a native speaker of English, you need no one to tell you about the level of the translator's English or Chinese language skills.  It is insulting to this literary masterpiece. .","https://www.amazon.com/Dream-Red-Chamber-Tuttle-Classics/product-reviews/0804840962/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",1
47,"is abridged.......","https://www.amazon.com/Dream-Red-Chamber-Tuttle-Classics/product-reviews/0804840962/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",4
48,"There is no denying that Dream of Red Mansions (Hong Lou Meng) is an important piece of Chinese literature. However, I did not really enjoy this book. I found the characters to be frustrating and the pace slow. Although this is the abridged version, it is still extremely long and not an easy read. I can't imagine how long reading the unabridged version would take.  Although I did not enjoy reading this book, it is a critical piece of Chinese literature. The book moves slowly through various episodes in Jia Biaoyu and Lin Diayu's life, demonstrating a new type of novel - the 'chain-link' novel that could be read by the masses. The book also gives insight to Chinese culture. While not my personal taste, this is a good book for those studying Chinese literature.","https://www.amazon.com/Dream-Mansions-Tsao-Hsueh-Chin/product-reviews/0887271782/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",4
49,"This is a must read for every culture. Beautifully written novel based on Chinese history during the end of the Ching dynasty. Difficult to set down once you pick it up.","https://www.amazon.com/Dream-Mansions-Tsao-Hsueh-Chin/product-reviews/0887271782/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",5
50,"'A Dream of Red Mansions' is a wonderful book to read over and over again you will come away with a different feeling every time you read it.","https://www.amazon.com/Dream-Mansions-Tsao-Hsueh-Chin/product-reviews/0887271782/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",5
51,"A continuation of David Hawkes' beautiful translation of the amazing 18th century Chinese novel begun in Volume I (The Golden Days).  This book conveys the immersive feel of entering another culture and another era--it's family structure, etiquette, philosophy, clothing, gardens, poetry, entertainments, rites of passage, sexual mores, and the innumerable small details that bring a culture fully to life. The dialogue continues to sparkle Some chapters have us laughing aloud, others make us feel we have been punched in the gut.  Much of this volume concerns the poetry club that the main protagonist and his young female family members and their maids in attendance have established in the garden of their mansion. So in some ways not a lot happens in terms of what one can call 'plot.'  And in other ways, everything--life--unfolds.  We get to experience the life of the Jia family and their relatives at the height of their success, before their inevitable decline.  This is, after all, Buddhist China, and in Buddhism, everything is about transience.","https://www.amazon.com/Story-Stone-known-Dream-Chamber/product-reviews/B00OVM4KW2/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",5
52,"It's kinda silly how much I loved reading this, when spoiled Chinese aristocrats writing poetry really ought to be boring. But then a scene comes along like Bao-chai and Dai-yu exchanging insults disguised as jokes, and Tan-chun speaks up:  'Pinch her lips, Chai!' she said. 'You should hear what she's been saying about you.' 'I don't need to,' said Bao-chai. 'One doesn't expect ivory from a dog's mouth!'  And I literally said out loud, 'Woof, girl!' and kept on chugging along.  Sure, I did miss the really weird parts of Volume I. So much nothing happens in this second volume. But that's okay, because there are also some tremendously tender moments of affection. Bao-yu doting on his maids to keep them warm; Xi-feng and Patience rigging a card game so Grandmother can win; Or Dai-yu taking Caltrop under her wing and making a real poet out of her. For all the back-biting these women and men in the Jia family do, they also express deep love in small, subtle ways.  --But, boy, there's also some sudden and violent bursts of life in between. People die or get beaten within an inch of death, and we just move on to the next scene. Constantly moving on forward and forward, with a little growing tinge of melancholy left behind in the background. And it's that satisfying mix of fantasy, realism, sweetness, and godawful depression that makes me corny in love for this story.","https://www.amazon.com/Story-Stone-known-Dream-Chamber/product-reviews/B00OVM4KW2/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",5
53,"Compared to other translations of this book, this is by far the easiest, most comprehensible, and most fluid flowing translation out there. Even though it is an English translation, the translation captures the original's intent and purpose, without too much verbosity.  And what makes this translation stand out is its inclusion of an appendix that discusses in depth relevant historical facts that the reader may find useful or interesting as they read the novel.  One complaint, the poems are not beautifully crafted and a lot of the original's subtle beauties are lost in translation. Both of these complaints are understandable. It is impossible to bring the greatness of this novel in its entirely from one language to another without losses. Though, It is a little sad not being able to fully absorb and enjoy everything the original has to offer. One possible solution, learn Chinese well enough to read the original in its mother language.","https://www.amazon.com/Story-Stone-known-Dream-Chamber/product-reviews/B00OVM4KW2/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",4
54,"Reviewers often comment on this volume being completely immersive in the minutiae of the daily rituals of the ladies and their maids. I have completely lost myself in this book in the way that I see others reading 'Twilight' or 'Fifty Shades of Grey' - I have stopped calling and emailing loved ones, and I have stolen more time than possible at work to read this as an ebook. This volume primarily concerns a gilded year at the Rong-Guo mansion. With the Prospect Garden's original purpose nullified (the imperial concubine has no visits scheduled for at least the next year and a half), Bao-yu and all the girls move in and devote themselves to poetry and day long entertainments consisting of crab, rice wine, painting, riddles, actors, and firecrackers. Behind the scenes there is infighting among the maids and tears all around. It's remarkable how easy it is to keep track of the hundreds of characters, but this volume of the novel benefitted from extensive rewriting, while future volumes are often made obscure by inconsistencies from draft to draft. Having read a drastically abridged version twenty years ago, and having seen the two Shaw Brothers film adaptations (1962 and 1978), I am most impressed by what a nice guy Bao-yu is. I previously thought of him as a spoiled and impetuous brat, but the unabridged version shows how sensitive he is to the needs of his female cousins and maids, whom he treats as his equal. He's charming in his devotion to others, especially when he is late for Xi-feng's disastrous birthday party because he is busy saying prayers for her on the outskirts of town. I marveled at Xi-feng's industrious nature in the first volume, but how quickly she became vain and greedy! I love how the lesser maids talk to her in a way that both flatters her but does not conceal their contempt for her amongst themselves. We have master translator David Hawkes for preserving the subtle intentions of such skillful language. Toward the end we get brought back to reality, first with the dramatic conclusion to Xi-feng's birthday which ends with complete exposure of her marital woes and her beating her maid Precious, her only true confidante. The highest ranking servants benefit greatly from their proximity to their masters, but they are also the first to suffer when something happens. Xi-feng and Lian's marriage is an interesting portrayal of marriage in the ruling class. The wives have to bear the brunt of the work and the burden of their husbands' infidelities, while the servants have to hold secrets or incur their masters' wrath. Another example of the excellent writing and translation: we are always aware of the pecking order in any situation. One more compliment to the translation, we have Chinese names for the ruling family, English translations for the servants (Aroma, Precious, Faithful, Skybright), and French names for the actors (Charmante, Élégante). This helps me keep track of everyone. In this volume we are more privy to the thoughts of major characters such as Bao-yu and Dai-yu, of course, and Aroma, Granny Liu, Precious, Xi-feng, Grandmother and Bao-chai. We continue to see the emotional hardship in the private lives of the maids, such as Aroma's dilemma of whether to return to her family or stay and try to guide Bao-yu to adulthood. We also see the desperation of old women like Granny Liu and Nanny Li, though Granny Liu also has a great few chapters that are among my favorite. I was not prepared for her drunken walk of wonderment around the garden. And after seeing Bao-yu's father exhibit the desire to fit in with the women of the family (particularly his unresponsive mother) during the riddle games of chapter 22, we see him revert back to his worst impulses in chapter 33, giving Bao-yu the beating that is usually one of the big scenes in any of the film adaptations. As unfair and sad as that situation was, I was almost moved to tears reading the touching scene between Dai-yu and Bao-chai when convalescent Dai-yu admitted her own shortcomings and realized that Bao-chai is actually a good friend. So beautifully written! And I was reading with bated breath as the ill Skybright summoned her strength to darn Bao-yu's cape with peacock thread when no one else would try - how does a writer get someone to feel suspense over a thing like darning? This volume ends in a good spot: Cousin Zhen explains how little money is coming in to the Ning-guo house but it is not serious yet. Then he lays out how even less money is coming in to the Rong-guo house and that they have had to start dipping into their capital to pay for all their expenditures! He doesn't even know how much they've been spending, but we do: paying off Golden's family following her suicide, building the Prospect Garden, buying painting supplies for Xi-chun to make paintings of the garden, a mass influx of Xing/Xue/Wang in-laws, huge outlays for parties, including foolishness such as bringing in an acting troupe from the outside even though they have one staying there! Ultimately, what is it all for? (SPOILERS AHEAD) Very few outsiders show up for the Rong-guo house's New Year's bash, either due to embarrassment for being poor, illness/old age, or dislike of Xi-feng.","https://www.amazon.com/Story-Stone-known-Dream-Chamber/product-reviews/B00OVM4KW2/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",5
55,"a  brilliant look at the rise and fall of a group of wealthy and well educated children.  during a quiet time in Chinese history.  and behind all of the activities the notion that this is all illusion ads a","https://www.amazon.com/Story-Stone-known-Dream-Chamber/product-reviews/B00OVM4KW2/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",5
56,"The book arrived with so much protective packaging it could have survived a nuclear blast. Aside from its physical properties, the second volume was just as fun and exciting and detailed as the first. Can't wait to read the next 3 novels!","https://www.amazon.com/Story-Stone-known-Dream-Chamber/product-reviews/B00OVM4KW2/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",5
57,"This is my favorite volume of Honglou meng.  I read it in a class that covered the entire novel, but I've heard that many courses will teach selected chapters and even leave the entire second volume out!  Please don't pass this one up!  Character development is strong and the best poetry is in this volume.","https://www.amazon.com/Story-Stone-known-Dream-Chamber/product-reviews/B00OVM4KW2/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",5
58,"Tells you better than a history book about the mores of feudal China.Big families were a state with its prerogatives, submission, The state of women, tough inferior, did not limit their speaking out specially to their class equals. Yes, it can be a boring set of books, but what you learn about pomp and prejudice makes it worthwhile. This volume describes day to day living in family communities.","https://www.amazon.com/Story-Stone-known-Dream-Chamber/product-reviews/B00OVM4KW2/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",4
59,"The book is exactly as advertised & arrived promptly. Thank you.","https://www.amazon.com/Story-Stone-Dream-Chamber-Vol/product-reviews/014044372X/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",5
60,"David Hawke's English translation is probably the best version of this Chinese classic published so far. Item arrived in reasonable condition.","https://www.amazon.com/Story-Stone-Dream-Chamber-Vol/product-reviews/014044372X/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",5
61,"It is fantastic. As we know it almost impossible to translate a classical Chinese novel into English without a 100% understanding of the Chinese culture and history. I have read the Chinese edition of this novel twice and I have been looking for an English translation of the novel, this one satisfies me quite well.","https://www.amazon.com/Story-Stone-known-Dream-Chamber/product-reviews/B00OVM4KW2/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",4
62,"Don't miss this series.","https://www.amazon.com/Story-Stone-known-Dream-Chamber/product-reviews/B00OVM4KW2/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",5
63,"I can't read in Chinese so I can't speak to the quality of translation. However, this is a wonderful and complicated story. I will very much miss the characters when I'm completely done with the entire work.","https://www.amazon.com/Story-Stone-known-Dream-Chamber/product-reviews/B00OVM4KW2/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",5
64,"I really love this series. I just finished the first book, and have just started reading the second book and, as expected, it's a great read!","https://www.amazon.com/Story-Stone-known-Dream-Chamber/product-reviews/B00OVM4KW2/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",5
65,"This review applies to the first three volumes of this story. This is a typical Chinese fable  involving hundreds of characters. It follows the growth and interactions of a large well to do family and it's branches. This in itself makes it difficult to keep track of each one but it is made even more difficult because each character is referred to by more than one name. Their given name, their relationship name ( Auntie Xue..) and their nickname. Aside from that the storyline is rather mundane and does not move along at a satisfying pace. But the biggest complaint is the translation, I have read other Chinese fables and have found them a satisfying read however this translator seems to have written his own tale. And it is done more as an English Victorian tale in words and phrases rather than a Chinese fable.And in his lengthy introductions he admits he has taken liberties with the earlier manuscripts and translations. His language is not at all reminiscent of other Chinese translations in use of words or idioms . While there are more volumes left to read I will not go beyond the first 3.","https://www.amazon.com/Story-Stone-known-Dream-Chamber/product-reviews/B00OVM4KW2/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",5
66,"* A Non-Chinese reader should beware of the fact that no matter how good 'Dream of Red Chamber' is translated into English, the gap between English & Chinese original is still huge, for several reasons: 1. The language Cao used is not the Mandarin that Chinese are using today, they were more subtle, superb, to the degree that author is capable to densify and enliven a whole paragraph in English into several sentences. (I will take some examples later...) 2. Cao was born from a noble family, he was well trained in Ancient Chinese Philology, Prosody, Rhetoric, thus the gamut of knowledge and references cause huge problems not only for Western Scholars (which are very few), but also Eastern Stone-Scholars. 3. The vissicitude of Cao's family is unimaginable to a modern reader, the richness of language, emotion and situation in which the author wrote this book render more subtlety than modern readers can fathom and writers alike to apply. 4. Too many puns, quibbles, word plays and moods of Chinese poetry are heavily distorted by both English and translator, and the names Cao gave to the characters always 'imply' something: Jia BaoYu (贾宝玉）implies 'precious jade', Lin DaiYu （林黛玉），黛 had several meanings, it can be used to describe a beauty, green color or the the material women used to draw eyebrows, of course it's an extremely feminine Chinese character for women. Xue BaoChai (薛宝钗）implies 'precious hairpin', Etc.... I am distraught by the fact that the translator never mentioned on this. * I will take one paragraph from Chapter 27 in Volume II, if you don't understand Chinese, you can compare the length of them. 紫鹃雪雁素日知道林黛玉的情性 ：无事闷坐 ，不是愁眉 ，便是泪眼 ，且好端端的不知为了什么 ，常常的便自泪自叹的 。先时还有人解劝 ，或怕他思父母 ，想家乡 ，受了委曲 ，只得用话宽慰解劝 。谁知后来一年一月的竟常常的如此 ，把这个样儿看惯 ，也都不理论了 。所以也没人理 ，由他去闷坐 ，只管睡觉去了 。那林黛玉倚着床栏杆 ，两手抱着膝 ，眼睛含着泪 ，好似木雕泥塑的一般 ，直坐到二更多天方才睡了 。一宿无话 。至次日乃是四月二十六日 ，原来这日未时交芒种节 。尚古风俗 ：凡交芒种节的这日 ，都要设摆各色礼物 ，祭饯花神 ，言芒种一过 ，便是夏日了 ，众花皆卸 ，花神退位 ，须要饯行 。然闺中更兴这件风俗 ，所以大观园中之人都早起来了 。那些女孩子们 ，或用花瓣柳枝编成轿马的 ，或用绫锦纱罗叠成旄尾执事的 ，都用彩线系了 。每一颗树上 ，每一枝花上 ，都系了这些物事 。满园里绣带飘飖 ，花枝招展 ，更兼这些人打扮得桃羞杏让 ，燕妒莺惭 ，一时也道不尽 。 Nightingale and Snowgoose had long since become habituated to Dai- yu's moody temperament; they were used to her unaccountable fits of depression, when she would sit, the picture of misery, in gloomy silence broken only by an occasional gusty sigh, and to her mysterious, perpetual weeping, that was occasioned by no observable cause. At first they had tried to reason with her, or, imagining that she must be grieving for her parents or that she was feeling homesick or had been upset by some unkindness, they would do their best to comfort her. But as the months lengthened into years and she still continued exactly the same as before, they gradually became accustomed and no longer sought reasons for her behaviour. That was why they ignored her on this occasion and left her alone to her misery, remaining where they were in the outer room and continuing to occupy themselves with their own affairs. She sat, motionless as a statue, leaning against the back of the bed, her hands clasped about her knees, her eyes full of tears. It had already been dark for some hours when she finally lay down to sleep. Our story passes over the rest of that night in silence. Next day was the twenty- sixth of the fourth month, the day on which, this year, the festival of Grain in Ear was due to fall. To be precise, the festival's official commencement was on the twenty- sixth day of the fourth month at two o'clock in the afternoon. It has been the custom from time immemorial to make offerings to the flower fairies on this day. For Grain in Ear marks the beginning of summer; it is about this time that the blossom begins to fall; and tradition has it that the flower- spirits, their work now completed, go away on this day and do not return until the following year. The offerings are therefore thought of as a sort of farewell party for the flowers. This charming custom of `speeding the fairies' is a special favourite with the fair sex, and in Prospect Garden all the girls were up betimes on this day making little coaches and palanquins out of willow- twigs and flowers and little banners and pennants from scraps of brocade and any other pretty material they could find, which they fastened with threads of coloured silk to the tops of flowering trees and shrubs. Soon every plant and tree was decorated and the whole garden had become a shimmering sea of nodding blossoms and fluttering coloured streamers. Moving about in the midst of it all, the girls in their brilliant summer dresses, beside which the most vivid hues of plant and plumage became faint with envy, added the final touch of brightness to a scene of indescribable gaiety and colour. * Thus for those who think this book is greatly written, you are right, but the original one is incomparably more gorgeous.","https://www.amazon.com/Story-Stone-known-Dream-Chamber/product-reviews/B00OVM4KW2/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",2
