id,comment,url,star
27,"I love the Three Kingdoms. However, having read Brewitt-Taylors masterful exposition, this translation seems lacking, in my opinion.  First, I must confess, I hate the modern Pinyin system of romanization. I cannot abide in a system where letters do not have the proper values. I mean, an entire generation of Americans (and God help the ignorant French!) will pronounce names like Cao Cao as 'Cow Cow', or the Qin dynasty as the 'Kwin' dynasty. The Brewitt-Taylor translation uses the old Wade system, and while it can be hard on the eyes, the reader gets a sense of at least the rough pronunciation (Cao Cao is rendered Ts'ao Ts'ao, Qin is rendered Ch'in, etc).  Also, Brewitt-Taylors translation is nice to listen to. 'Empires wax and wane, states cleave asunder and coalesce'; the sound itself is beautiful, and yet still renders the sense clearly. The Roberts translation certainly succeeds in the latter, but the beauty is lost. However, Brewitt-Taylor requires a very great vocabulary, whereas Roberts is more tame in this regards. Still, this was a book for scholars, and the translation should at least reflect that.  Again, if you have no familiarization with the events of this tale, the complete rainstorm of names is daunting indeed. Always keep in mind the three separate forces (Cao Cao of Wei, Liu Bei of Shu and the Sun family of Wu) as well as a few of the other players (Zhang Jiao of the Yellow Scarves, Dong Zhuo, Lu Bu, Yuan Shao. Liu Biao and Liu Zhang) and you'll do fine. The book itself, in my opinion, is the greatest book ever told, succeeding in being at once a work of strategy, psychology, government, warfare, and human emotion, and there is nothing like it in the lexicon of Western literature. Enjoy!","https://www.amazon.com/Romance-Three-Kingdoms-Tuttle-Classics/product-reviews/0804834679/ref=cm_cr_arp_d_paging_btm_next_3?pageNumber=3",5
28,"Romance of the Three Kingdoms is one of my favorite novels. Unfortunately for this version, however, the story is not done much justice in its Pinyin translation. For newcomers to the series, it is quite difficult to become accustomed to it. I would recommend a Wade-Giles translation of this novel.  On the plus side, this version is completely unabridged, so readers gain the full experience of one of China's great literary classics.","https://www.amazon.com/Romance-Three-Kingdoms-Tuttle-Classics/product-reviews/0804834679/ref=cm_cr_arp_d_paging_btm_next_3?pageNumber=3",4
29,"Details of the past are brought into sharp focus in this fascinating account.","https://www.amazon.com/Romance-Three-Kingdoms-Tuttle-Classics/product-reviews/0804834679/ref=cm_cr_arp_d_paging_btm_next_3?pageNumber=3",4
30,"It was a great quality and fur exceeded my expectation. I would choose used book next time too.  It is not only economical but ecological too. Thank You!","https://www.amazon.com/Romance-Three-Kingdoms-Tuttle-Classics/product-reviews/0804834679/ref=cm_cr_arp_d_paging_btm_next_3?pageNumber=3",5
31,"I enjoying reading it except the following problems: - Typos are almost appeared in every 3 pages. - Stories are not link between paragraphs. There are pages that I have to read 4-5 times in order to picture what is going on and who and who die. How about describe more about the heros when introducing them like, how old, what weapon they used and how strong. I believe those will spice up the book a lot more. EQ","https://www.amazon.com/Romance-Three-Kingdoms-Tuttle-Classics/product-reviews/0804834679/ref=cm_cr_arp_d_paging_btm_next_3?pageNumber=3",5
32,"Romance of the Three Kingdoms Volume 1 (Tuttle... Lo Kuan-Chung","https://www.amazon.com/Romance-Three-Kingdoms-Tuttle-Classics/product-reviews/0804834679/ref=cm_cr_arp_d_paging_btm_next_4?pageNumber=4",5
33,"Just finished my review for The Legend of the Shadowless Sword'  which disappointed nut I recommended it for teanager, 13-17yrs.....'Three Kindoms' came in the same mail and what a difference,,,glorious vistas, superb acting, and a logical story.  .. the historical period in China well done ...this an 'adult' video, can't go wrong showing it with friends....excellent action, respected honor between enemies and a too brief philosophical discussion of what years of constant war accomplished, these are ambitious men but they are not stupid which is the large plus for this dvd. if you already have or are just starting this is a MUST fr your Asian collection.","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",5
34,"More & more we see great movies coming from overseas. Hollywood no longer holds sway over movie making great films are coming out of the U.K., China, Japan & other country's. Many don't even bother dubbing the movie for the benefit of English speaking audiences. This one does & it doesn't loose a lot through the dubbing process as some foreign films do. It has a lot of good action & is very entertaining. If you like sword play, martial arts & action you might want to ad this to your collection.","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",5
35,"It was pretty much what I expected. I swear these great epic films never have a happy ending. In most all of the them the hero dies, I have no idea why Chinese films always kill off their heroes, but oh well.","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",4
36,"While I haven't watched the whole movies yet (there are 18 DVD's with five 45 minute shows) I really enjoy what I've seen so far. The overall production of the movie and the acting is excellent. My only complaint (hence the four stars) is that the English subtitles randomly have capital 'N''s in the dialogue. For example, 'Nit might read like Nthis' instead of 'it might read like this'. This can be confusing when the 'N' shows up before a Chinese name you are not familiar with or any English word starting with a vowel. If you've read the Moss Roberts unabridged translation of Three Kingdoms ([...] you'll enjoy this movie. If you haven't read the book then you should because you'll enjoy the movie even more.","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",4
37,"a great tribute movie honoring the incomparable zhao yun, zhang fei, guan yu and lui bei. a different take of one of the greatest warriors of the three kingdoms era. the ages old irony, those in war desire peace and those in peace desire war.","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",5
38,"This movie just doesn't hang together. Andy Lau is solid as Zhao Zilong, and American Maggie Q actually does a really good job as a dark warrior-general. Her Wuxia vibe felt legit to me. As far as the acting itself, the whole cast has it going on.  The problem is with the story that's supposed to be driving the characters. It covers the span of the protagonist's life in a few disjointed chunks. We're never with the characters long enough in one time and place to truly connect. As a result, it's hard to feel the nostalgia that gets poured on thick in the next scene from a decade (or 2) down the road. And not just nostalgia - the film repeatedly prompts us to experience heavy emotions of various sorts, and we'd like to oblige, but the movie hasn't done the developmental legwork to make it happen.  There's lots of martial action, but like the rest of the film, though competent it tends to fall flat. Also, for those who like some eye-candy with their Wuxia, there's very little in that department, as we're on the battlefield in full gear most of the time. A contrived puppy-love story crash lands into the narrative early on, then is just as hastily jettisoned. Maggie Q is kinda sexy in the haughty, shrewd, commanding Warrior Queen way that brings all the Wuxia boys to the yard. But, as with the other characters, the narrative treatment is too abbreviated to fan the flicker to a flame.  It's too bad. It seems there was potential here. But in the end, we're left with not much more than a clunky, uninspiring film.","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",3
39,"this is a more modern series than the earlier one and uses cgi extensively.  they have also updated the  series to improve the flow and given lu bu a much more sympathetic character.  it is really dominated by cao cao who has much better lines and probably due for some rehabilitation--the other 'heroes' were't much better.","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",4
40,"Good movie it's based over the Waring States Period if you know Chinese History a little then you know what i'm talking about and Sammo Hung is in the movie also if your a fan which I am.","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",5
41,"great action chinese movie.","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",5
42,"I am a history buff...and recently started watching Asian historical movies. Whats great is the incredible action, colorful period armor and architecture of that day. After watching many of these movies you can see the diverse culture of Asian history.","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_1?pageNumber=1",5
43,"great movie.","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",5
44,"Wonderful movie, good story line.  We love it!","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",5
45,"Awesome Movie","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",5
46,"It's a great item to have for a collector. Sold as is though, it's clearly unwatchable using the english subtitles. The only reason I didn't return it is because I love the characters so much.","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",3
47,"Great movie but not in english and does have parts that will put you asleep. Story line also a little confusing but great fights.","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",5
48,"love this movie!","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",5
49,"Excellent action movie. Super Martial Arts.","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",4
50,"My most prized possession. I will never sell this or trade it for anything love Chinese culture and history.","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",5
51,"Very good movie, the only reason I gave it four stars is because of the subtitles. Sometimes they were too fast to read.","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",4
52,"This Blue Ray is just as crisp in visuals as the Asian Version! I also think the audio sounds excellent on my surround sound. The movie is a must have!","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2",5
53,"another good movie about china's past. red cliff fans should enjoy it. excellent actors, great plot, historical plot. not as big budget as red cliff, but still very good.","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_3?pageNumber=3",4
54,"ONE OF THE BEST FROM THIS DIRECTOR! COULD SEE THIS MOVIE OVER AND OVER AGAIN","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_3?pageNumber=3",5
55,"Very entertaining movie","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_3?pageNumber=3",5
56,"nice I LIKED","https://www.amazon.com/Three-Kingdoms-English-Subtitled-Daniel/product-reviews/B003AN53S8/ref=cm_cr_arp_d_paging_btm_next_3?pageNumber=3",4
