id,star,text
39,0,Read the 1st three books when they came out. Got the box set a month ago and read the series start to finish in about 3 weeks. Over all I enjoyed the books although I found more than a few errors and inconsistencies. If I reread the series again in a few years I will outline them even though I'm sure no one cares. Great story telling over all.
40,0,My son-in-law encouraged me for years to read this series. He read it when the books first came out and mentioned having to re-read some of the books to put it all together. That's why I hesitated reading it. I received the boxed set for Christmas and began my reading adventure. I believe it was easier to read as a complete series than over many years. As I read I learned so much about the author that helps me to understand Stephen King and that makes his books a better read. King's books are on so many different levels anyway and the Dark Tower series is even more yet. I loved how he made himself part of the story and told of his problems completing the series. I am at a loss now what to do tomorrow since I finished reading Dark Tower tonight. It's a true separation anxiety.
41,0,"I bought the Dark Tower Book series used so I was expecting a little wear and tear.  The books I received look brand new! There are no signs of wear and seeing as how they are going to be a bday gift, I believe he is going to be so impressed with the collection."
42,0,Bought this boxed set for my son for Xmas.  he loves it.  Great story and very well done as far as packaging and appearance.  The copies are new and in excellent condition.  the boxed set shipped in a larger box that they took the time to insulate again damaged.  Nice to know they took the time to protect their product against shipping damage.
43,0,I am impressed. There's only one insignificant detail on the copy of the waste lands as I display in the photo but it isn't a problem for me and the bookset is flawless besides that.
44,0,"  I went through every copy and every page and they smell like fresh print and there are no dents or scratches, which I was not expecting. For the price, the quality is 5 stars. I asked some questions to the seller about the publication and they replied immediately with a thorough answer that was very helpful."
45,0,"  I highly recommend buying from this seller. High quality product, excellent customer support, and incredibly low price. PS- if you're having trouble removing books from the bookcase; they give you three cardboard sheets which serve as sliders. You insert them on each side of the book you're removing and the book simply slides out as displayed in the photo above."
46,0,"On third book and enjoying the story, glad I got the whole set."
47,0,"I purchased this for my brother as a Christmas gift. Like me, he is a book collector, and has been wanting the first volume of this title, ""A Dream of Red Mansions"" for some time now (he already has Volumes 2 and 3). I purchased this book through a third party vendor here on Amazon and the book arrived intact and in excellent, almost new condition. It is a hardcover, printed in China, and is the first edition. The book contains some beautiful color illustrations depicting important scenes from the book. A classic of Chinese literature, this is a story that will appeal to readers keen to explore the diversity in world literature."
48,0,"This is one of the most interesting and profound novels I have read, a masterpiece of Chinese literature and a world class contribution. I genuinely enjoyed this translation of this 250-year old novel. The text flowed well and was clear and understandable.  The Preface was well-written and extremely helpful to understanding this novel and the provenance of the text. Note that the original author had died after completing the first 80 chapters, and a different author made up the concluding 40 chapters. Those last 40 chapters were clearly not up to par, both in terms of literary quality, and in sticking to the character, spirit, and plot trajectory of the original novel. I therefore decided to stop reading at chapter 82 in Vol. 5. The original 80 chapters are a masterpiece however. The poetry therein stands out of itself as great literature. The descriptions and characterization are so realistic you feel as if you have known those people and places for years. I would say this is a must-read!"
49,0,"I am studying Chinese and but my reading is not good enough to be able to read the original of this famous classic novel.  What I really liked about this edition was having Chinese and English face to face, which helps me practice reading my Chinese.  The English translation is generally good - it is easily readable, yet sticks closely to the Chinese original.  It is not exact in some cases, especially when it comes to some of the names.  Endnotes explain the meaning of the Chinese names, but there's relatively few of them so they don't disrupt the flow of the text.  The 6 volumes are thick and heavy, and we are treated to a full page illustration in the style of Chinese painting every other chapter.  That's about 60 paintings."
50,0,"The reason I give it a star less is the prevalence of typos.  You're likely to encounter one every page or every few pages.  Most were obvious and easy to correct, but it was rather annoying.  A little more quality control in the typesetting would have helped."
51,0,"It will take a while to finish, but I love the book so far!"
52,0,"Present Chinese culture rests on seven pillars. One of these is the sayings of Kung Fu Tse, the others are found embodied in the ""Four Classics"", of which this is one. An easy read, an easy interpretation. Highly recommend for any traveler, and those who want to understand our Oriental Neighbor."
53,0,I read this book second of the 4 classics (or 5 depending on who you speak to)
54,0,"It was like watching a long, slow soap opera. The descriptions of food, clothing, and gifts were amazing."
55,0,Just the long chapters discussing house politics and Baoyu's aloofness made me force myself to finish.
56,0,"The ending was really good, and somewhat unexpected."
57,0,"Romanization schemes for Chinese are notoriously imperfect, if for no other reasons than that 4 tones -- 5 if you count a null tone sometimes used -- are not immediately obvious to those who do not have a speaking knowledge of any of the Chinese dialects."
58,0,"Perhaps I am prejudiced, having learned Chinese primarily using texts that happened to (mostly) rely on the Pinyin system.  However, it seems to me that Pinyin has the distinct merit of adhering most closely to the principles of most of the primary European languages (especially Spanish, Italian and other Romance languages) where vowel sounds are far more regular and predictable than they are in English, particularly."
59,0,"I can't comment (yet) on this particular translation, though I am working through several other bilingual editions that are part of the same Foreign Language Press publication project, and can give a few early impressions based on what I've read so far."
60,0,"These translations are commendable in that they seek to provide a full translation of the works in question, thereby attempting to avoid some of the cultural ""hyperbole"" that has been attached to some of these works by translators approaching the texts from outside the context of Chinese culture.  As a native-born speaker of English, I did not begin studying Chinese until my late teens and will never have the complete understanding of the culture to argue persuasively over the finer points of these translations."
61,0,"However, on the intuitive side, I do not a certain defensiveness at times and an effort to provide translations that are either culturally acceptable to present-day political realities in the Chinese mainland regions, or that may simply be dodging some of the tougher editorial calls to be made."
62,0,"It is very clear, especially in some of the introductory matter that accompanies many texts in this series, that the final English version was approved by someone not a native speaker of idiomatic English.  In most cases, the evidence appears in simple errors of literal translation of phrases that make perfect idiomatic sense in Chinese, but, rendered with too much literal faithfulness, are puzzling to say the least when they are rendered in English."
63,0,"I would agree with others who've commented that these texts are probably best for someone whose knowledge of Chinese is limited and is looking for an English ""crib sheet"" for entering into the Chinese originals (or in some cases, modern Chinese renditions of Classical Chinese texts, as in FLP's 2 volume translation of the works of Zhuangzi).  Note, however, that the FLP translation of Zhuangzi is (unless I'm mistaken) the most complete translation presently available in English, and this is true of many other texts in the FLP's publishing project)."
64,0,"As a student of Chinese language, I really don't care much what romanization method is used.  They are all far from ideal.  What I care about is that someone is making these texts available in English, even if the translations are not always the most poetic -- where poetry is called for."
65,0,"I love this story, I have read several different translated versions and this one seems to cover the most in a very condensed paper back. The Original book is over 5000 pages I think and that is before the follow up author took it upon himself to finish the 1835 original unfinished work. Le's put it this way there are several movies the most recent with English sub titles is 28 episodes each an hour and a half long"
66,0,"I've stumbled upon an abbreviated version of this book, which contained only 500 pages, and I've so fallen in love with it that I had to purchase the whole rendering, which amounts to almost 2000 pages. There are two fully unabridged translations, and this one is simply excellent. Unlike some other reviewers I find the English language here more than adequate, and the style more than satisfactory, doing honor to the unique original book, I'm sure. The story takes place in old China, describing the life of a young nobleman,- inspired by the author's only son who died young,- his rich background, his loves and disappointments, all that in a mystical way yet with the most elaborated accent on the noble family's daily-life. There are no words to describe the fascination,- the aesthetic appeal that looms from every page,- the garden-scenes which get names in the form of short poems (not unlike the Haiku and Tanka traditional Japanese poems, probably inspired by this Chinese tradition). Reading this book makes the reader actually earn a PHD on the classical Chinese culture of 200-300 years ago, including their costumes, their habits,- (burying faded flowers, crying over them,- can there be anything more touching,- and charming?), their political plots,- the family described being that of noble people who serve the Emperor,- the differences between the masters and the servants, their foods, their sicknesses and cures. You walk with the heroes in their exquisite gardens, full of artificial mountains, brooks, bridges, and of course exotic trees and flowers, you breathe the typical scents, get acquainted with their daily life, the ranks of importance inside the family, (the old widowed grandmother being like their queen, entitled to beat her grownup sons with a cane...) the strict rules of courtship and marriage, their strange illnesses and remedies. Moreover, since the Chinese used to believe in tangible Gods and Goddesses, the other world mixes invariably with this life, and dreams can be simply visits beyond the clouds. Just like Shakespeare, this author too brings ghosts, Gods, magic spells and items into the plots, making the reader swim in the book as if inside the huge brain of interlaced heaven and earth, feasting on both interchangeably. Then come the intricate plots, many of them, interwoven in each other, each one a little drama in the best Shakespearean style, people living and dying for jealousy, envy, greed, treachery, chastity, love,- not unlike Romeo and Juliet, not Italian but Chinese. This book is simply unique, a marvel of beauty, tragedies, exultations, all discovered on each page. Maybe I should simply say that it's the most beautiful book I've ever read. Mind you, I have nothing to do with China, so I am impartial. Recommended with 50 stars out of 5!!! Enjoy!!!By the way it's been one of the 10 bestsellers of all times. So, I'm not alone. Join the ""Redists"", as the admirers of this book are officially called.... You'll find in it surprises of all kinds you've never dreamt of!!"
67,0,Not a good translation and hard to follow. I wish the translation was better into what is a classic book with many meanings.
68,0,This is the story of a great Chinese family in decline.  It is told mainly through the lives of the women and servants of the family and a boy who loved the company of the maids who surround him.  The attention to every domestic detail is delightful.  I think the story takes place in the 17th century.  I don't think it can be read in a hurry.  One needs to be alert while reading so it is not a bedtime book.
69,0,Allow a year or so to enjoy it.  I return to it again and again.
70,0,"This review is about all five volumes of the series. This was my first foray into the translated Chinese volumes that are generally referred to as The Story of the Stone or The Dream of the Red Chamber. After reading the scholarly reviews, I was skeptical that the work would appeal to me on simply a 'consumer-reader-student-of-history' level. And it was such a different style that all I could think during the first volume was Really? This is the iconic symbolism of post-Western-contact of China? But the fables grow on you, the icons surface, and the style becomes more familiar. I've never encountered the use of 'small action' in such a relevant way; all the fol-de-rol about meals, kowtowing, hedonism vs. tradition, the ceremonies of ancestor worship begins to blend into a bigger picture, and one that most readers, regardless of culture, will recognize."
71,0,"I slogged through, and found the stories engaging, the descriptions of the culture fascinating, and the plotlines very different from western stories. The time invested in completing the series was a joy. Thankfully, a glossary of individual names, relationships, and even the family trees for the families most involved appears in each volume. I was a complete novice about Chinese naming conventions; the names themselves were confusing until the third book."
72,0,"It's usually difficult to find all five volumes, so I thank Amazon for pulling the Penguin versions together."
73,0,"Nothing good lasts forever, whether we are talking about the Garden or this novel itself… Volumes 4 and 5 are thought to be written by Gao E a generation after Cao Xueqin’s untimely death.  There has been rampant speculation since the appearance of these last 40 chapters in 1791 as to how faithfully they followed Cao’s original intention and how much material Gao E had to work with in editing it all together.  I wish that David Hawkes, the translator of the first three volumes, had continued to translate these final two volumes.  I would then be able to say more definitively whether the author’s voice or the quality of the writing changes that greatly.  I do not believe that our new translator, John Minford, is quite as skilled as Hawkes.  I guess this means that someday I will have to read a version completely translated by the same person, perhaps Gladys Yang’s."
74,0,"Anyway, back to the story itself.  We continue to see the struggle between lineal descendants as Jia Zheng has returned to make Bao-yu study.  Everywhere the family is falling apart and the conflicts play out as expected: young vs. old, mistress vs. servant, husband vs. wife.  In the first 80 chapters there was an interplay between characters’ (major and minor) storylines that helped me feel the texture of their everyday lives.  Incidents would ebb and flow until some great event occurred which stopped everything.  Gradually the plot would get rolling again but in a different direction than I had assumed.  This no longer happens.  Things go about as one would expect.  Again, this is the price we readers pay for having these last 40 chapters assembled at all.  The previous volumes each took me at least two months to read.  I frequently had to stop due to feeling overwhelmed by the richness of detail and characterization.  With this volume I was able to read as compulsively as I had always wanted but never got exhausted.  The writing is now heavy on dialogue, and none of it particularly rich or layered (as I said before, I cannot say for certain whether this is due to Gao E, John Minford or both, though perhaps if David Hawkes had continued as translator he might have improved on the original however slightly.)  The upside is that I finished the book in ten days."
75,0,"When characters do have inner thoughts they are always of something established in the first 80 chapters (Aroma wonders what will become of her as a concubine, Dai-yu feels like an outsider, etc).  And although I felt chapters 80-90 were somewhat clunky, I settled into a groove and enjoyed the second half of this volume.  Or perhaps Gao E had better notes or fragments to work from, since Cao had perhaps finished 110 chapters and tended to lend them to his friend/relative/editor Rouge Inkstone in increments of 10.  We will never know.  Despite my previous complaints, there is one relationship that continues to develop, that which is between Nightingale and Dai-yu.  Nightingale’s mad dash around the Garden during the critical time for Dai-yu was incredibly suspenseful and heartbreaking.  I’ve always been surprised at how emotional I can get about these characters, and I am even more surprised that I continue to be moved by Gao E’s chapters.  Although chapters 80-90 struck me as a bit flat, the chapters leading up to the wedding have been presented quite believably by presenting the complicated motivations and actions surrounding the grand substitution.  Although I was never a huge Dai-yu fan, I appreciated her aesthetic and pitied her situation.  However, I probably would have wanted my son to marry Bao-chai, and not for jade and gold reasons, but because she is very solid and sensible.  My favorite character continues to be Tan-chun, who embodies the best qualities of Dai-yu and Bao-chai.  I was surprised and comforted to see her at Dai-yu’s deathbed.  I hope she makes it out okay, but I don’t have high hopes for anybody at this point."
76,0,David Hawke's English translation is probably the best version of this Chinese classic published so far. Item arrived in reasonable condition.
77,0,Contains the Dream of the Red Chamber
78,0,"This is the point where the author had left off and his friends subsequently pieced together his notes and drafts.  The story becomes quickly incredibly depressing, all presaged in the preceding volumes but still.  it is realistically done and vivid but the story, and its characters, lose a lot of their charm.  They pay their debt of tears, with interest."
79,0,The DVD is exactly as advertised & arrived promptly. Thank you.
80,0,Good quality and fast shipping
81,0,"I am a big fan of The Story of the Stone original version (in Chinese), and I knew how terrible this English version is. Some of the sentences are very rude and unreasonable according to Chinese manners, and the names.... Nah"
82,0,I should like to return this book because it is smaller by 1/2 inch in perimeter than the other 4 volumes of the same book I acquired through Amazon.  I'd like the volumes to match in size.
83,0,  The book took so long in arriving that I had read the book borrowed from a college library by the time I received it.
84,0,  The book is also rather yellowish.
85,0,From Emily D. (pen name)
86,0,"It truly is a challenge to find a well written Christian novel.  I've only found a few and this is one of them. I don't know who the protagonist, Will Chambers, is modeled after or if he's a composite, but I would like to meet him or them! He is a very brilliant, insightful attorney. The story expertly combines Will's natural abilities with God's supernatural interventions, weaving them together to hold the reader's attention until the story is resolved on the final page!"
87,0,"Grabbed from the beginning, this novel held me throughout. If you’re a lesser us better when it comes to government, this will drive you nuts. I found myself so engrossed with the drama unfolding that I began to join in with Will as he fights the system which had gone off the rails. A must read from an author who truly engages his readers."
88,0,"As far as I'm concerned,  Mr. Parshall is #1 in the legal thriller  genre; better than John  Grisham.  He expertly weaves his stories through twists, turns and surprises. This story really carried me quickly through to the end. I read it in one day. I love that he includes Christianity in his books. His faith adds so much depth to the story. I very much enjoyed this book and highly recommend it. As a former legal secretary,  I'm always fascinated by legal thrillers."
89,0,"This is the second in the 'Chambers of Justice' series by Craig Parshall.  As with the first one, this is well done."
90,0,The plot centers around the child welfare authorities trying to remove parental custody based on an allegation of terrible child abuse.  There are many twists and turns throughout.  The courtroom drama is great as is the rest.
91,0,"In addition to being a legal thriller, this book explores many spiritual issues.  The lead character, Will Chambers is a fledgling Christian who is working on his spiritual life in addition to the action in the main storyline.  That part is well done also."
92,0,"I will certainly be checking out more books in this series.  I recommend this book, but readers should probably start with 'The Resurrection File', which is the first one in this collection."
93,0,This is an excellent thriller series. Lots of action. You will not want to put it down. Read them in order.
94,0,The premise is scary. This is an engrossing book I recommend you read this when you have a lot of time to read it
95,0,"Enjoyed this one as much as the first book in the series.  Holds your interest.  And the characters are very ""real""."
96,0,I look forward to the read. Thanks
97,0,EXCELLENT READ. Would like to believe a lawyer could have this much feeling for jusice and the truth.
98,0,"Of the five books in this series, I've only read the first two.  This book was more enjoyable than the first. I didn't want to put it down."
99,0,I bought this for a friend after reading my copy of the 1975 (I think) edition with the pages turning yellow. It's like medicine. Everyone who struggles with the idea that God is a God of love should read this. Excellent Biblical perspective on how God's love can be known even in the painful experiences of life. Why God's love isn't obvious on the basis of casual observation. Impossible to understand without faith in Jesus Christ.
100,0,"I feel like this is a preacher who is preaching the deep, meat of the Lord's heart.....Oswald Chambers is my favorite!  Every paragraph has a compelling and truthful thought."
101,0,Oswald Chambers teachings are always challenging but the challenge is always good to bring us back to the word of God.
102,0,Fabulous book. I've read it three times and keep reading it. Oswald Chambers was really a wonderful godly man. Very deep
103,0,Oswald chambers has taught me a depth of the he bible that has been astoundingly beautiful. He is the one person including his precious wife that I can't wait tp see I'm heaven. His love of Christ and his devotion to our Lord is sweet fragrance of heaven!
104,0,As usual Oswald makes you think!!
105,0,Anything O Chambers writes is dynamite
106,0,Great amounts of wisdom in this book. Oswald never disappoints with his writing. Definitely worth a read and definitely a book I will read multiple times throughout life!
107,0,"Awesome book, and anything Oswald Chambers writes is annointed by the Holy Spirit. You will see a man dying to flesh to write HIS heart out."
108,0,I love anything by Oswald Chambers and it makes an excellent gift for anyone that needs an insight to the word of God.
109,0,"I was so looking forward to this coloring book that I also purchased the version printed in Thailand.  While I like things about both versions, for me, the US version is the clear winner.  Why?  Simply put – it has more designs to color.  I'll go into some of the differences at toward the end of this review."
110,0,"“The Night Voyage” is the story of a young girl and her cat, Phoebe, who go on a night adventure giving away presents to others.  Or did they?  That is the question left unanswered at the end of this story."
111,0,"The coloring book is filled with Daria Song's beautiful artwork and imaginative design concepts.  From paper crane airplanes to old-fashioned bicycles to gorgeous air balloons, each page is a wonderful opportunity to color."
112,0,"In addition to the 64 pages of designs, there are thumbnails of each and a bonus coloring page as well as a card that can be cut out and colored. (with both cutting lines and folding line included.)"
113,0,"This is what I experienced while coloring in this book and testing the page with my coloring medium.  In the comments section below, I will list the coloring medium I use for testing and coloring."
114,0,64 pages of Daria Song designs plus bonus page and card
115,0,Printed on both sides of the page
116,0,"Paper is bright white, very lightly rough, heavyweight and non-perforated"
117,0,Binding is both glued and sewn – not the type that is easy to snip threads to remove pages.  I don't recommend this as so many of the designs spread across two pages
118,0,Designs merge into the binding area
119,0,Most designs spread across two pages
120,0,Separate dust cover which has coloring opportunities on the inside and an attached cover which can be colored as well.
121,0,Alcohol-based markers bleed through this paper
122,0,"Water-based markers, gel pens and India ink pens do not bleed through and do not leave shadows on the back of the page.  Some gel pens require additional drying time."
123,0,"Colored pencils worked very well with this paper.  I tested oil and wax based pencils.  I was able to get good pigment lay down with both types.  Layering the same color for deeper color, multiple colors and blending with a blending stick worked well and easily."
124,0,US versus Thailand printing:
125,0,Both versions have their advantages.  The Thailand version was printed on a slightly off white when compared to the US one (thought I originally thought of it was simply white.)  It also had colored images and colored cards included with some single page versions of designs which were on two-pages spreads.  You can see my review and video of this version from May of this year on Amazon under the name “The Present” by Daria Song.
126,0,"For me, the US version was the better of the two but I am happy that I have both.  The US version is printed on bright white paper that was able to take all but alcohol-based markers without showing through.  There are many pages of designs not included in the Thailand version at all.  The detached dust cover, which is different from the original two books by Ms. Song, was a nice new touch with coloring opportunities as well.  While the books are approximately the same size and the US version actually has less pages overall, it weighs more which leads me to believe that the paper is thicker."
127,0,"I was so excited to receive my pre-order.  I have ALL of Daria Song coloring books!  ""the night voyage"" adventure is breathtaking!"
128,0,"I promise, I did not bend this book nor did I turn it inside of itself but, the first 3-pages came loose within 4-days of using this book. I am really disappointed as I had colored heavily on 4-pages and got them to the point where I was pleased with them. Opening the book on day 5 and having the pages come loose was so not cool at all. I will tape them in and have a binder for books that do this. The book is my favorite of the 3 released thus-far and this is a big disappointment because it had not happened to the other books, just this one."
129,0,"Like others have said and as some have demonstrated in pictures, the images are really stunning. I would purchase again and may need to because of the loose page issue. I just cannot figure out how to prevent this as I had used the book lying flat."
130,0,"I would give this lovely coloring book five stars if it were not printed to the very edges of the pages. That makes coloring the edges difficult, and elements in the binding side are impossible to completely color (many of the scenes are two-page spreads). Trying to color into the crease ends up breaking the back and loosening the pages. The pictures are whimsical, very detailed, and definitely not the type that can be colored in a few minutes. The paper quality is excellent for colored pencils. I find that I get the best results with pencils that are of a little firmer texture. The book has a fairly heavy card type cover and a dust jacket over that."
131,0,"The pictures are of a dream adventure, so don't expect consistency from page to page in what the little girl is wearing or how her hair is styled!"
132,0,"If you want the best I MEAN BESTTTT!!! Color book out there.. Here it is.. It has advanced drawn pictures that will take you hours to finish.  The paper is high quality and can withstand most coloring pencils, water color pencils and also water color in pots and liquids.  It can take some markers but not the Spectrum noir markers. Those bleed through the paper.  I have had good luck with the Crayola metal markers and no bleed though.  There are sooo many pages in here, that if you color every day it will still take you months to finish.  Most of the drawn images are in two page fold outs and alot of trees (my favourite)  and also ariel views and just so many little details!  Hope you enjoy.  I was so happy when i saw Amazon sitting on my doorstep.. :)  THANK YOU DARIA SONG!!  This is by the way, her best book yet!  I have all of them."
133,0,"THESE ARE GORGEOUS and HIGH QUALITY.  Keep in mind that these are not perforated pages and pages are not meant to be torn out.  This is a storybook that you can give uncolored or colored as a gift.  There is a bonus card on the very last page, and that can be cut out.  It is a good sized card but VERY small and difficult to color.  I would suggest fineliners.  The paper does let you use a variety of pens and pencils without bleeding through but of course you should test it first.  If you press very hard on your pages as you color, try to take it easier, as the paper is very thick but the impressions can still show through."
134,0,"There is a dust-cover, which is also just wonderful.  Remove that while you work and then put it on to protect it or make it more presentable as a gift."
135,0,I'm mad for Daria Song's stuff now.  Each of her books are incredible and I have now bought 2 more besides.  There's a real satisfaction when a page is done--and these are actually worth your time and worth keeping.
